,seqnames,start,end,width,strand,idr,summit,rep1_pvalue,rep2_pvalue,rep1_qvalue,rep2_qvalue
peak:6213,chr11,5261134,5261990,857,*,1000,551,86.7878,68.50922,82.55188,6.10721
peak:6214,chr7,44929059,44929559,501,*,1000,350,60.20905,43.93561,56.88778,15.32549
peak:6215,chr18,77713146,77714704,1559,*,1000,970,89.54249,52.16088,85.17324,17.47617
peak:6216,chr14,21987089,21988084,996,*,1000,536,62.37903,63.56868,59.01441,5.77031
peak:6217,chr8,94913012,94913900,889,*,1000,483,61.65134,48.62121,58.2932,6.61759
peak:6218,chr4,11965669,11966987,1319,*,1000,746,78.93279,72.40426,75.02718,12.23227
peak:6219,chr1,10993466,10994075,610,*,1000,154,55.92718,47.14502,52.71193,25.75766
peak:6220,chr11,116281043,116281872,830,*,1000,503,55.92718,47.14502,52.71193,10.26936
peak:6221,chr3,83765870,83767161,1292,*,1000,640,55.92718,47.14502,52.71193,6.61759
peak:6222,chr9,58822158,58824244,2087,*,1000,838,55.92718,47.14502,52.71193,7.49283
peak:6223,chr7,101347922,101348389,468,*,1000,173,55.92718,54.16015,52.71193,19.68948
peak:6224,chr1,55026862,55027781,920,*,1000,314,54.04748,49.67989,50.88607,4.16935
peak:6225,chr2,143862457,143863125,669,*,1000,499,47.57852,54.48209,44.53586,93.36972
peak:6226,chr3,88022427,88024120,1694,*,1000,649,47.57852,7.67018,44.53586,8.27279
peak:6227,chr10,89685735,89686526,792,*,1000,246,74.94638,31.8858,71.17066,16.39248
peak:6228,chr5,38219876,38220731,856,*,1000,532,74.27581,52.20274,70.54057,5.77031
peak:6229,chr18,46525154,46526133,980,*,1000,687,59.81696,54.48209,56.52335,4.16935
peak:6230,chr4,46038871,46039949,1079,*,1000,398,53.44847,65.11083,50.29031,10.26936
peak:6231,chr4,151933505,151934280,776,*,1000,153,49.38225,71.35359,46.31184,7.49283
peak:6232,chr8,125734084,125734647,564,*,1000,213,66.02148,38.65811,62.54149,23.12058
peak:6233,chr17,44735775,44736747,973,*,1000,352,82.55902,41.7281,78.48618,6.61759
peak:6234,chr4,109280061,109281072,1012,*,1000,185,74.79383,73.80037,71.05125,73.24647
peak:6235,chr18,43392563,43393330,768,*,1000,492,59.07654,48.59417,55.78919,8.58317
peak:6236,chr4,8647051,8647790,740,*,1000,324,72.35031,77.91519,68.67573,17.47617
peak:6237,chr17,26438665,26439436,772,*,1000,590,57.34684,45.70541,54.09892,5.77031
peak:6238,chr18,11054050,11055280,1231,*,1000,896,57.34684,45.70541,54.09892,13.46229
peak:6239,chr5,31092520,31093876,1357,*,1000,478,57.34684,45.70541,54.09892,4.95367
peak:6240,chr7,138909226,138910031,806,*,1000,223,57.34684,45.70541,54.09892,62.52598
peak:6241,chr8,106136207,106137146,940,*,1000,547,57.34684,45.70541,54.09892,14.27658
peak:6242,chrX,77795218,77796412,1195,*,1000,455,57.34684,45.70541,54.09892,18.57489
peak:6243,chr4,83417466,83418147,682,*,1000,373,70.45412,36.21167,66.83325,6.61759
peak:6244,chr6,51432587,51433465,879,*,1000,344,67.1164,44.27554,63.6228,4.95367
peak:6245,chr15,55112213,55112926,714,*,1000,540,72.24832,57.15837,68.57539,81.4335
peak:6246,chr4,126753213,126754215,1003,*,1000,455,65.8156,50.65031,62.36358,8.39444
peak:6247,chr1,16092827,16093423,597,*,1000,303,48.94904,52.99679,45.88079,3.4222
peak:6248,chr10,80314469,80316485,2017,*,1000,525,48.94904,8.60608,45.88079,17.47617
peak:6249,chr12,111274009,111276002,1994,*,1000,847,48.94904,52.99679,45.88079,25.76324
peak:6250,chr19,45541440,45541991,552,*,1000,403,48.94904,52.99679,45.88079,17.47617
peak:6251,chr2,163375568,163376585,1018,*,1000,613,48.94904,52.99679,45.88079,51.33245
peak:6252,chr5,119680273,119681159,887,*,1000,320,48.94904,52.99679,45.88079,3.4222
peak:6253,chr10,79758589,79759208,620,*,1000,400,48.94904,34.55941,45.88079,21.96294
peak:6254,chr1,74391333,74392849,1517,*,1000,166,78.39854,6.29915,74.50569,5.77031
peak:6255,chr15,76351296,76351870,575,*,1000,305,75.34537,61.87491,71.5662,63.96826
peak:6256,chrX,60891916,60893656,1741,*,1000,1276,34.38746,30.56765,31.57105,35.14707
peak:6257,chr2,32693764,32694349,586,*,1000,273,76.4566,30.56765,72.62501,5.77031
peak:6258,chrX,151803174,151804150,977,*,1000,284,76.4566,30.56765,72.62501,2.55801
peak:6259,chr1,134646306,134647362,1057,*,1000,243,40.86102,7.67018,37.9388,37.9388
peak:6260,chr1,187215538,187215905,368,*,1000,134,56.10762,61.73176,52.88814,26.67152
peak:6261,chr2,14073880,14074527,648,*,1000,217,72.77834,40.04667,69.09692,10.26936
peak:6262,chr11,102407004,102407871,868,*,1000,604,73.74418,89.19491,70.01862,10.26936
peak:6263,chr1,135584484,135585425,942,*,1000,744,58.77417,44.27554,55.49189,10.26936
peak:6264,chr11,95040974,95041505,532,*,1000,310,58.77417,44.27554,55.49189,12.63513
peak:6265,chr16,30600409,30601925,1517,*,1000,236,58.77417,44.27554,55.49189,6.61759
peak:6266,chr17,24752646,24753555,910,*,1000,633,58.77417,44.27554,55.49189,9.32069
peak:6267,chr9,57503588,57504632,1045,*,1000,774,58.77417,44.27554,55.49189,51.48076
peak:6268,chr9,96536898,96537266,369,*,1000,197,58.77417,44.27554,55.49189,7.49283
peak:6269,chr17,28340700,28341727,1028,*,1000,530,54.46115,68.54623,51.29656,26.67152
peak:6270,chr14,45350951,45351690,740,*,1000,161,77.01882,71.53931,73.18198,4.95367
peak:6271,chr2,157039877,157040868,992,*,1000,309,50.32814,8.60608,47.23287,8.39444
peak:6272,chr11,46311593,46312587,995,*,1000,605,50.32814,51.52024,47.23287,19.68948
peak:6273,chr11,86544079,86544755,677,*,1000,300,50.32814,51.52024,47.23287,6.51769
peak:6274,chr4,115943857,115944373,517,*,1000,266,50.32814,51.52024,47.23287,74.08454
peak:6275,chr5,137645040,137645630,591,*,1000,233,50.32814,51.52024,47.23287,23.53003
peak:6276,chr17,37002542,37003073,532,*,1000,260,63.53378,52.99679,60.13165,4.95367
peak:6277,chr4,32950474,32951227,754,*,1000,343,59.60617,64.15462,56.31431,8.39444
peak:6278,chr9,85842689,85843192,504,*,1000,255,57.02021,57.4783,53.7947,16.39248
peak:6279,chr2,164960695,164961304,610,*,1000,212,42.18587,58.98888,39.24029,7.49283
peak:6280,chr4,120649607,120650150,544,*,1000,264,42.18587,58.98888,39.24029,49.95972
peak:6281,chr1,75141418,75141966,549,*,1000,268,68.96981,35.91419,65.39683,3.4222
peak:6282,chr15,102625211,102626117,907,*,1000,144,64.85558,5.59976,61.41336,19.68948
peak:6283,chr8,72571877,72572275,399,*,1000,153,68.96981,46.56538,65.39683,15.32549
peak:6284,chr9,106821773,106822652,880,*,1000,423,45.80296,5.06211,42.8032,4.16935
peak:6285,chr2,74825654,74826411,758,*,1000,325,72.95806,45.28151,69.27054,4.95367
peak:6286,chr10,128923059,128923488,430,*,1000,282,72.24832,46.78868,68.57539,74.08454
peak:6287,chr13,94882809,94883969,1161,*,1000,499,34.38746,37.28052,31.57105,16.39248
peak:6288,chr15,76710009,76711202,1194,*,1000,732,74.20921,50.4659,70.477,6.61759
peak:6289,chr10,80538887,80539349,463,*,1000,226,60.20905,42.85563,56.88778,71.17066
peak:6290,chr17,71869372,71870076,705,*,1000,312,60.20905,42.85563,56.88778,8.39444
peak:6291,chr2,71580997,71581406,410,*,1000,233,60.20905,42.85563,56.88778,5.77031
peak:6292,chr5,120437930,120438602,673,*,1000,227,60.20905,42.85563,56.88778,79.86944
peak:6293,chr6,51168755,51169153,399,*,1000,173,60.20905,42.85563,56.88778,4.16935
peak:6294,chr7,130546715,130547513,799,*,1000,207,60.20905,42.85563,56.88778,14.23179
peak:6295,chr8,84565851,84566491,641,*,1000,292,60.20905,42.85563,56.88778,20.81931
peak:6296,chr15,80004545,80005205,661,*,1000,141,54.04748,7.67018,50.88607,19.68948
peak:6297,chr5,34336383,34337182,800,*,1000,310,71.6308,37.28052,67.99195,61.12064
peak:6298,chr4,108031414,108032411,998,*,1000,691,58.81837,50.05264,55.53229,110.137
peak:6299,chr14,57423951,57424414,464,*,1000,259,77.42678,66.82985,73.57905,6.61759
peak:6300,chr14,63543411,63543981,571,*,1000,409,80.26475,58.54599,76.30531,4.95367
peak:6301,chr16,57167002,57167496,495,*,1000,163,58.014,50.05264,54.75967,6.61759
peak:6302,chr17,31658304,31659132,829,*,1000,217,51.60121,58.98888,48.49565,13.16389
peak:6303,chr15,27747675,27748751,1077,*,1000,614,51.71566,19.33931,48.59208,4.95367
peak:6304,chr1,78310069,78310744,676,*,1000,304,51.71566,50.05264,48.59208,11.24113
peak:6305,chr14,17172617,17173026,410,*,1000,239,51.71566,50.05264,48.59208,12.65094
peak:6306,chr18,79108678,79109573,896,*,1000,484,51.71566,50.05264,48.59208,84.39793
peak:6307,chr9,25481377,25482146,770,*,1000,212,62.93712,61.20152,59.56491,10.26936
peak:6308,chr5,137785618,137786851,1234,*,1000,734,50.40761,77.70932,47.31192,17.13434
peak:6309,chr2,33468107,33468697,591,*,1000,300,65.48154,40.28897,62.03578,21.96294
peak:6310,chr9,7184558,7185053,496,*,1000,141,65.2057,55.77815,61.76186,15.58199
peak:6311,chr2,121413312,121414498,1187,*,1000,469,77.08882,64.74216,73.24647,9.32069
peak:6312,chr3,32708223,32709387,1165,*,1000,617,65.74362,57.06451,62.29208,7.49283
peak:6313,chr16,26581400,26581951,552,*,1000,175,48.64696,71.47722,45.59543,52.69341
peak:6314,chr1,119047889,119048301,413,*,1000,166,43.52024,57.4783,40.55143,9.32069
peak:6315,chr9,107666617,107667589,973,*,1000,190,43.52024,20.52446,40.55143,6.61759
peak:6316,chr11,44469874,44470782,909,*,1000,492,76.28415,56.44349,72.48733,21.96294
peak:6317,chr5,24164920,24165375,456,*,1000,216,72.22697,44.72895,68.55426,10.31439
peak:6318,chr17,73107813,73108553,741,*,1000,367,65.85575,41.44593,62.40284,37.9388
peak:6319,chr2,174463593,174464391,799,*,1000,398,69.88714,39.94528,66.30762,24.29132
peak:6320,chr7,120842705,120843671,967,*,1000,190,50.30631,72.93222,47.2277,41.87118
peak:6321,chr3,8923315,8923950,636,*,1000,214,60.90898,62.7047,57.58188,5.77031
peak:6322,chr5,5749007,5749608,602,*,1000,316,77.01882,57.12127,73.18198,6.61759
peak:6323,chr12,111794102,111794516,415,*,1000,272,61.65134,41.44593,58.2932,73.75523
peak:6324,chrX,102643889,102644400,512,*,1000,286,61.65134,41.44593,58.2932,4.95367
peak:6325,chr5,124031881,124032436,556,*,1000,336,66.02148,55.15649,62.54149,119.95798
peak:6326,chr6,120836061,120836711,651,*,1000,412,64.55768,40.28897,61.12064,7.0676
peak:6327,chr1,170214867,170215410,544,*,1000,404,48.1869,63.56868,45.13862,3.4222
peak:6328,chr19,23273428,23274065,638,*,1000,375,48.1869,63.56868,45.13862,11.24113
peak:6329,chr17,87282441,87283582,1142,*,1000,251,78.37165,56.44444,74.48126,4.16935
peak:6330,chr10,81332317,81333322,1006,*,1000,443,53.11144,48.59417,49.95972,76.45542
peak:6331,chr6,30175410,30176224,815,*,1000,356,53.11144,48.59417,49.95972,16.67414
peak:6332,chr4,153956877,153957799,923,*,1000,271,78.39854,55.77537,74.50569,7.49283
peak:6333,chr5,97935198,97935781,584,*,1000,351,44.86394,55.97599,41.87118,21.96294
peak:6334,chr7,30121560,30122202,643,*,1000,264,60.18438,48.59417,56.88565,9.32069
peak:6335,chr13,17694522,17695007,486,*,1000,189,59.38261,48.59417,56.09438,5.77031
peak:6336,chr13,69611799,69612299,501,*,1000,328,54.51533,56.61126,51.33245,8.39444
peak:6337,chr1,192136476,192137414,939,*,1000,459,68.96981,40.57422,65.39683,7.49283
peak:6338,chr1,118627698,118628585,888,*,1000,243,63.10092,40.04667,59.70399,4.95367
peak:6339,chr1,176997781,176998127,347,*,1000,182,63.10092,40.04667,59.70399,11.24113
peak:6340,chr10,80142281,80142753,473,*,1000,197,63.10092,40.04667,59.70399,5.77031
peak:6341,chr5,139735766,139736545,780,*,1000,472,63.10092,40.04667,59.70399,12.67451
peak:6342,chr3,40799937,40800908,972,*,1000,460,58.30988,55.97599,55.0519,4.95367
peak:6343,chr6,134983524,134984317,794,*,1000,256,58.30988,55.97599,55.0519,3.18469
peak:6344,chr4,152026908,152027772,865,*,1000,624,66.02148,43.21977,62.54149,8.39444
peak:6345,chr10,128673550,128674320,771,*,1000,551,79.49567,29.66137,75.54902,16.39248
peak:6346,chr4,128961987,128962798,812,*,1000,424,92.4818,54.92058,87.95334,35.36277
peak:6347,chr1,74124206,74124856,651,*,1000,244,60.20905,48.62121,56.88778,77.65982
peak:6348,chr17,69439143,69440115,973,*,1000,240,64.55768,50.4659,61.12064,5.94879
peak:6349,chr8,119862048,119862585,538,*,1000,355,51.92983,60.50757,48.80408,56.88778
peak:6350,chrX,56609627,56610177,551,*,1000,242,54.51533,47.14502,51.33245,84.39793
peak:6351,chr11,53707082,53707479,398,*,1000,152,76.51327,37.28052,72.68076,4.95367
peak:6352,chr1,192834186,192835146,961,*,1000,592,46.21676,54.48209,43.19989,74.08454
peak:6353,chr10,43020948,43022745,1798,*,1000,1093,46.21676,54.48209,43.19989,6.61759
peak:6354,chr5,118169135,118170223,1089,*,1000,816,46.21676,54.48209,43.19989,3.19711
peak:6355,chr7,25072419,25073278,860,*,1000,492,46.21676,35.91419,43.19989,5.77031
peak:6356,chr8,13757666,13758039,374,*,1000,192,66.59728,54.97449,63.1113,24.29132
peak:6357,chr18,84685145,84685802,658,*,1000,347,61.59476,44.27554,58.25916,3.4222
peak:6358,chr5,115300625,115301412,788,*,1000,140,61.59476,44.27554,58.25916,48.59208
peak:6359,chr8,88770035,88770375,341,*,1000,179,56.10762,51.52024,52.88814,3.8756
peak:6360,chr8,107587995,107588591,597,*,1000,259,55.73727,60.87519,52.54267,56.12833
peak:6361,chr3,107759697,107760542,846,*,1000,394,79.09973,52.45809,75.19127,3.4222
peak:6362,chr18,60848551,60849031,481,*,1000,321,64.55768,38.65811,61.12064,4.95367
peak:6363,chr5,30666896,30667216,321,*,1000,146,64.55768,38.65811,61.12064,68.27406
peak:6364,chr15,58214412,58215827,1416,*,1000,310,76.72292,7.95952,72.88943,4.58875
peak:6365,chr10,127380213,127381412,1200,*,1000,311,86.7878,65.99227,82.55188,5.33332
peak:6366,chrX,74084990,74085815,826,*,1000,604,62.21821,52.99679,58.85444,63.79293
peak:6367,chr10,84756704,84757165,462,*,1000,192,55.92718,45.70541,52.71193,84.46881
peak:6368,chr5,24387297,24388555,1259,*,1000,618,55.92718,45.70541,52.71193,3.4222
peak:6369,chr6,113282200,113282754,555,*,1000,169,55.92718,45.70541,52.71193,9.07545
peak:6370,chr8,71584103,71585040,938,*,1000,157,55.92718,12.62705,52.71193,10.26936
peak:6371,chr9,21033003,21033362,360,*,1000,233,55.92718,45.70541,52.71193,47.1322
peak:6372,chr10,80329861,80330440,580,*,1000,302,63.53378,68.1372,60.13165,2.71365
peak:6373,chr1,43098464,43099003,540,*,1000,350,66.94328,37.28052,63.45498,3.4222
peak:6374,chr11,17159083,17160024,942,*,1000,279,76.16386,61.02612,72.36829,35.36277
peak:6375,chr3,153912726,153913121,396,*,1000,224,63.43932,56.97798,60.03994,11.24113
peak:6376,chr10,34282089,34282804,716,*,1000,271,80.7138,36.53985,76.74561,15.32549
peak:6377,chr2,181581340,181582127,788,*,1000,580,78.39854,48.62121,74.50569,3.4222
peak:6378,chr6,85511433,85513910,2478,*,1000,257,47.57852,52.99679,44.53586,7.49283
peak:6379,chrX,161717036,161718194,1159,*,1000,360,47.57852,5.89558,44.53586,45.88079
peak:6380,chr11,115513391,115514586,1196,*,1000,449,74.94638,30.56765,71.17066,7.49283
peak:6381,chr19,25610021,25611518,1498,*,1000,679,32.9851,47.14502,30.20464,7.49283
peak:6382,chr4,123104513,123105696,1184,*,1000,878,39.54591,27.97052,36.6454,51.33245
peak:6383,chr18,35855477,35855903,427,*,1000,156,66.02148,37.28052,62.54149,15.32549
peak:6384,chr3,122728850,122729348,499,*,1000,191,66.02148,37.28052,62.54149,88.7748
peak:6385,chr13,41000933,41001493,561,*,1000,423,81.45174,42.73919,77.43271,34.00704
peak:6386,chr17,35320547,35320952,406,*,1000,167,57.34684,44.27554,54.09892,36.6454
peak:6387,chr18,82474997,82475570,574,*,1000,181,57.34684,44.27554,54.09892,2.83815
peak:6388,chr2,76369954,76370709,756,*,1000,139,57.34684,44.27554,54.09892,16.39248
peak:6389,chr6,49395335,49395949,615,*,1000,197,57.34684,44.27554,54.09892,8.39444
peak:6390,chr7,25788153,25789063,911,*,1000,296,57.34684,5.06211,54.09892,31.57105
peak:6391,chr7,39517711,39518093,383,*,1000,187,57.34684,44.27554,54.09892,4.58875
peak:6392,chrX,102933611,102934364,754,*,1000,486,57.34684,44.27554,54.09892,4.58875
peak:6393,chr15,76537959,76538745,787,*,1000,591,63.0928,60.48049,59.70399,18.16596
peak:6394,chr19,55316317,55316795,479,*,1000,240,68.96981,48.12451,65.39683,2.71365
peak:6395,chr4,137861903,137862691,789,*,1000,478,74.87965,36.98162,71.13625,79.95772
peak:6396,chr9,107612479,107612986,508,*,1000,304,59.60617,54.48209,56.31431,41.31134
peak:6397,chr12,79965435,79966228,794,*,1000,165,48.94904,51.52024,45.88079,84.39793
peak:6398,chr14,118922454,118923259,806,*,1000,590,48.94904,51.52024,45.88079,4.95367
peak:6399,chr2,29747166,29747695,530,*,1000,205,48.94904,51.52024,45.88079,13.24495
peak:6400,chr5,110769968,110771085,1118,*,1000,560,71.30024,77.91519,67.67426,4.62608
peak:6401,chr4,141793457,141794140,684,*,1000,244,68.52247,54.43676,64.98427,5.77031
peak:6402,chr9,53536680,53537726,1047,*,1000,311,34.38746,14.78276,31.57105,3.45
peak:6403,chr19,9899197,9899510,314,*,1000,168,74.70485,40.57422,70.96288,15.32549
peak:6404,chr12,102468935,102469622,688,*,1000,207,59.60617,62.7047,56.31431,10.26936
peak:6405,chr12,21285815,21286250,436,*,1000,234,76.72292,49.15772,72.88943,55.49189
peak:6406,chr9,21592975,21593680,706,*,1000,309,56.02119,59.30998,52.80474,7.68405
peak:6407,chr8,95330961,95332555,1595,*,1000,828,69.76428,75.23133,66.18653,47.23287
peak:6408,chr3,34650177,34651402,1226,*,1000,217,40.80354,8.60608,37.89552,8.39444
peak:6409,chr11,95830308,95831378,1071,*,1000,488,58.77417,42.85563,55.49189,2.71365
peak:6410,chr13,24638334,24639398,1065,*,1000,412,58.77417,42.85563,55.49189,91.86305
peak:6411,chr14,20661205,20661801,597,*,1000,181,58.77417,42.85563,55.49189,79.38685
peak:6412,chr5,124095162,124096052,891,*,1000,534,58.77417,42.85563,55.49189,7.0676
peak:6413,chr6,12748768,12749440,673,*,1000,306,58.77417,42.85563,55.49189,5.77031
peak:6414,chr7,45277300,45277679,380,*,1000,161,58.77417,42.85563,55.49189,7.49283
peak:6415,chr8,70503103,70503650,548,*,1000,202,58.77417,42.85563,55.49189,3.18469
peak:6416,chr16,4879170,4880064,895,*,1000,212,62.93712,45.70541,59.56491,2.55801
peak:6417,chr11,46436978,46437701,724,*,1000,145,69.15429,48.40183,65.58049,23.53003
peak:6418,chr18,35938168,35938882,715,*,1000,498,50.32814,50.05264,47.23287,3.4222
peak:6419,chr4,147936449,147936897,449,*,1000,248,50.32814,50.05264,47.23287,4.12958
peak:6420,chr5,34549506,34550215,710,*,1000,204,50.32814,50.05264,47.23287,6.61759
peak:6421,chr6,83367933,83368514,582,*,1000,353,50.32814,50.05264,47.23287,7.49283
peak:6422,chr5,125140079,125141252,1174,*,1000,928,59.60617,24.41945,56.31431,13.63535
peak:6423,chr8,82773895,82774134,240,*,1000,117,73.48388,73.18345,69.7612,6.88843
peak:6424,chr2,119156381,119157237,857,*,1000,422,57.02021,55.97599,53.7947,45.88079
peak:6425,chr12,13248733,13249282,550,*,1000,335,66.83804,48.59417,63.35153,5.77031
peak:6426,chr1,75387840,75389184,1345,*,1000,716,42.18587,5.89558,39.24029,4.16935
peak:6427,chr4,126300941,126301664,724,*,1000,300,68.96981,34.55941,65.39683,5.77031
peak:6428,chr9,69453519,69454103,585,*,1000,228,68.96981,34.55941,65.39683,65.58049
peak:6429,chr6,136827597,136828227,631,*,1000,352,65.71675,49.99348,62.26535,4.12958
peak:6430,chr14,62837457,62838288,832,*,1000,361,56.49896,63.86786,53.27774,5.77031
peak:6431,chr1,128103234,128103931,698,*,1000,183,73.09063,45.28151,69.40131,16.39248
peak:6432,chr15,78428546,78429180,635,*,1000,192,75.64455,49.97226,71.85835,22.43134
peak:6433,chr12,5374565,5376051,1487,*,1000,940,34.38746,34.55941,31.57105,8.39444
peak:6434,chr2,34825916,34826305,390,*,1000,125,62.14088,58.84195,58.77932,14.27658
peak:6435,chr19,5803115,5803933,819,*,1000,616,60.20905,41.44593,56.88778,4.95367
peak:6436,chr16,17797964,17798768,805,*,1000,638,73.4425,40.23189,69.7199,4.16935
peak:6437,chr4,141444539,141445248,710,*,1000,398,55.653,51.52024,52.46092,4.16935
peak:6438,chr2,144599877,144600264,388,*,1000,235,59.70515,48.62121,56.41228,17.47617
peak:6439,chr19,45235868,45236996,1129,*,1000,937,51.71566,48.59417,48.59208,8.39444
peak:6440,chr11,33162363,33163568,1206,*,1000,339,49.46052,16.63801,46.38628,73.92553
peak:6441,chr11,84828639,84829343,705,*,1000,376,71.48437,34.55941,67.84977,10.26936
peak:6442,chr5,110780131,110780752,622,*,1000,402,67.1164,48.62121,63.6228,14.132
peak:6443,chr19,10182710,10183391,682,*,1000,304,81.22543,57.40955,77.2133,5.77031
peak:6444,chr2,73271622,73272107,486,*,1000,326,43.52024,55.97599,40.55143,4.16935
peak:6445,chr7,25314851,25316017,1167,*,1000,829,43.52024,55.97599,40.55143,4.16935
peak:6446,chr9,105131281,105131849,569,*,1000,383,73.4425,35.40183,69.7199,6.97611
peak:6447,chr18,40218927,40219509,583,*,1000,350,70.45412,37.96763,66.83325,15.32549
peak:6448,chr11,69409100,69409612,513,*,1000,392,67.49223,40.57422,63.96826,14.27658
peak:6449,chr6,52225237,52226284,1048,*,1000,774,67.49223,40.57422,63.96826,7.73414
peak:6450,chr1,56969554,56970053,500,*,1000,165,47.15571,52.99679,44.13071,4.95367
peak:6451,chr18,34651223,34651720,498,*,1000,343,61.65134,40.04667,58.2932,6.61759
peak:6452,chr2,30801049,30801948,900,*,1000,311,61.65134,40.04667,58.2932,74.08454
