"","seqnames","start","end","width","strand","idr","signalValue","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes","gene_symbol","name"
"11011","chr2",156748449,156748920,472,"*",1000,23.45013,"Exon (ENSMUST00000127944.8/228836, exon 2 of 5)",2,156759945,156762779,2835,1,"228836","ENSMUST00000123730","1",-11025,"ENSMUSG00000061689","Dlgap4","peak:11011"
"11012","chr4",130308316,130308691,376,"*",1000,23.45013,"Promoter",4,130308595,130315463,6869,1,"14077","ENSMUST00000070532","7",0,"ENSMUSG00000028773","Fabp3","peak:11012"
"11013","chr5",73405996,73406674,679,"*",1000,23.45013,"Promoter",5,73406075,73453425,47351,1,"231293","ENSMUST00000031040","12",0,"ENSMUSG00000029154","Cwh43","peak:11013"
"11014","chr5",92675008,92675682,675,"*",1000,23.45013,"Promoter",5,92608253,92675125,66873,2,"320696","ENSMUST00000060930","9",0,"ENSMUSG00000050050","Ccdc158","peak:11014"
"11015","chr7",4707109,4707480,372,"*",1000,23.45013,"3' UTR",7,4708978,4710992,2015,1,"381979","ENSMUST00000123637","1",-1498,"ENSMUSG00000035390","Brsk1","peak:11015"
"11016","chr7",25395841,25396153,313,"*",1000,23.45013,"Promoter",7,25379527,25396379,16853,2,"16890","ENSMUST00000003207","10",226,"ENSMUSG00000003123","Lipe","peak:11016"
"11017","chr7",142663898,142664398,501,"*",1000,23.45013,"Promoter",7,142665138,142666092,955,1,"111975","ENSMUST00000124393","1",-740,"ENSMUSG00000086266","Igf2os","peak:11017"
"11018","chr9",44715211,44716469,1259,"*",1000,23.45013,"Promoter",9,44686308,44715623,29316,2,"102693","ENSMUST00000128326","7",0,"ENSMUSG00000048537","Phldb1","peak:11018"
"11019","chrX",7728522,7728793,272,"*",1000,23.45013,"Promoter",20,7728439,7731064,2626,1,"54637","ENSMUST00000033489","7",83,"ENSMUSG00000031149","Praf2","peak:11019"
"11020","chrX",71664185,71664798,614,"*",1000,23.45013,"Promoter",20,71663966,71667392,3427,1,"14765","ENSMUST00000144712","6",219,"ENSMUSG00000056380","Gpr50","peak:11020"
"11021","chr17",24719610,24720041,432,"*",1000,23.43681,"Promoter",17,24719676,24719803,128,2,"100306952","ENSMUST00000158630","1",0,"ENSMUSG00000089255","Snora78","peak:11021"
"11022","chr12",110992238,110992743,506,"*",1000,23.43274,"Distal Intergenic",12,110994398,111013869,19472,1,"77878","ENSMUST00000221849","1",-1655,"ENSMUSG00000113056","6030440G07Rik","peak:11022"
"11023","chr1",184452046,184452294,249,"*",1000,23.43091,"Distal Intergenic",1,184527841,184557691,29851,2,"73590","ENSMUST00000188766","1",105397,"ENSMUSG00000101574","1700112H15Rik","peak:11023"
"11024","chr12",75176280,75176976,697,"*",1000,23.43091,"Promoter",12,74897220,75177332,280113,2,"238271","ENSMUST00000042299","3",356,"ENSMUSG00000034402","Kcnh5","peak:11024"
"11025","chr15",78967624,78968652,1029,"*",1000,23.43091,"3' UTR",15,78974053,78993082,19030,1,"110253","ENSMUST00000229270","1",-5401,"ENSMUSG00000033088","Triobp","peak:11025"
"11026","chr16",67619856,67621012,1157,"*",1000,23.43091,"Promoter",16,66655421,67620908,965488,2,"239857","ENSMUST00000114292","7",0,"ENSMUSG00000064115","Cadm2","peak:11026"
"11027","chr10",79936865,79937635,771,"*",1000,23.42956,"Intron (ENSMUST00000019708.11/13496, intron 3 of 8)",10,79930424,79931218,795,1,"13496","ENSMUST00000131118","1",6441,"ENSMUSG00000019564","Arid3a","peak:11027"
"11028","chr17",28041575,28042402,828,"*",1000,23.42857,"Promoter",17,28041737,28051730,9994,1,"224650","ENSMUST00000233298","1",0,"ENSMUSG00000024219","Anks1","peak:11028"
"11029","chr1",105504098,105504437,340,"*",1000,23.42421,"Intron (ENSMUST00000188743.1/ENSMUST00000188743.1, intron 1 of 5)",1,105521137,105568948,47812,2,"27392","ENSMUST00000190945","6",64511,"ENSMUSG00000056536","Pign","peak:11029"
"11030","chr17",34931191,34931710,520,"*",1000,23.41917,"Promoter",17,34931253,34935921,4669,1,"18010","ENSMUST00000007253","5",0,"ENSMUSG00000007038","Neu1","peak:11030"
"11031","chr5",45520155,45520682,528,"*",1000,23.41612,"Promoter",5,45520229,45529276,9048,1,"66999","ENSMUST00000156481","7",0,"ENSMUSG00000015804","Med28","peak:11031"
"11032","chr19",4163044,4163297,254,"*",1000,23.41602,"Promoter",19,4156792,4163296,6505,2,"58988","ENSMUST00000127605","7",0,"ENSMUSG00000024830","Rps6kb2","peak:11032"
"11033","chr10",43221003,43221369,367,"*",1000,23.41315,"Promoter",10,43221486,43405395,183910,1,"71365","ENSMUST00000160823","7",-117,"ENSMUSG00000038240","Pdss2","peak:11033"
"11034","chr1",172632460,172633255,796,"*",1000,23.40935,"Promoter",1,172630764,172632962,2199,2,"68440","ENSMUST00000027826","6",0,"ENSMUSG00000026544","Dusp23","peak:11034"
"11035","chr6",71671866,71672099,234,"*",1000,23.40935,"Exon (ENSMUST00000205719.1/ENSMUST00000205719.1, exon 2 of 2)",6,71707561,71810710,103150,1,"52250","ENSMUST00000121469","1",-35462,"ENSMUSG00000052852","Reep1","peak:11035"
"11036","chr7",128460507,128461605,1099,"*",1000,23.40935,"Promoter",7,128441795,128461323,19529,2,"21843","ENSMUST00000165023","7",0,"ENSMUSG00000030846","Tial1","peak:11036"
"11037","chr8",105826981,105827227,247,"*",1000,23.40935,"Promoter",8,105804527,105827205,22679,2,"74334","ENSMUST00000212856","1",0,"ENSMUSG00000037415","Ranbp10","peak:11037"
"11038","chr2",104027597,104028439,843,"*",804,23.40433,"Promoter",2,104027721,104063240,35520,1,"57443","ENSMUST00000028603","9",0,"ENSMUSG00000027180","Fbxo3","peak:11038"
"11039","chr4",155812178,155813057,880,"*",905,23.39547,"Promoter",4,155812489,155824543,12055,1,"56036","ENSMUST00000030944","10",0,"ENSMUSG00000029068","Ccnl2","peak:11039"
"11040","chr13",100103624,100104087,464,"*",1000,23.39143,"Promoter",13,100017994,100104070,86077,2,"544971","ENSMUST00000038104","11",0,"ENSMUSG00000049658","Bdp1","peak:11040"
"11041","chr6",84008409,84009024,616,"*",1000,23.39013,"Promoter",6,84008590,84211060,202471,1,"26903","ENSMUST00000113821","7",0,"ENSMUSG00000033788","Dysf","peak:11041"
"11042","chr10",81126633,81126893,261,"*",1000,23.39012,"Intron (ENSMUST00000220329.1/26396, intron 5 of 6)",10,81122160,81123927,1768,1,"26396","ENSMUST00000123241","1",4473,"ENSMUSG00000035027","Map2k2","peak:11042"
"11043","chr15",73129683,73129953,271,"*",1000,23.39012,"Intron (ENSMUST00000044113.11/239528, intron 4 of 18)",15,73107333,73114054,6722,2,"239528","ENSMUST00000230158","1",-15629,"ENSMUSG00000036698","Ago2","peak:11043"
"11044","chr18",35920921,35921208,288,"*",1000,23.39012,"Distal Intergenic",18,35964830,36014712,49883,1,"74002","ENSMUST00000115716","8",-43622,"ENSMUSG00000024347","Psd2","peak:11044"
"11045","chr2",152736266,152736825,560,"*",1000,23.39012,"Promoter",2,152736251,152737410,1160,1,"15901","ENSMUST00000109824","1",15,"ENSMUSG00000042745","Id1","peak:11045"
"11046","chr4",134342991,134344097,1107,"*",1000,23.39012,"Promoter",4,134343181,134352677,9497,1,"230810","ENSMUST00000105873","7",0,"ENSMUSG00000028836","Slc30a2","peak:11046"
"11047","chr6",14901203,14901974,772,"*",1000,23.39012,"Promoter",6,14901349,15441977,540629,1,"114142","ENSMUST00000115477","7",0,"ENSMUSG00000029563","Foxp2","peak:11047"
"11048","chr6",122485727,122487002,1276,"*",1000,23.39012,"Promoter",6,122453101,122486505,33405,2,"108653","ENSMUST00000068242","8",0,"ENSMUSG00000040649","Rimklb","peak:11048"
"11049","chr8",3451853,3452287,435,"*",1000,23.39012,"Exon (ENSMUST00000239102.1/102098, exon 26 of 29)",8,3450758,3454268,3511,1,"102098","ENSMUST00000145360","1",1095,"ENSMUSG00000004568","Arhgef18","peak:11049"
"11050","chr8",121729528,121730541,1014,"*",1000,23.39012,"Promoter",8,121729623,121789617,59995,1,"57340","ENSMUST00000169735","1",0,"ENSMUSG00000025318","Jph3","peak:11050"
"11051","chr1",133660955,133661345,391,"*",1000,23.37918,"Promoter",1,133619862,133661318,41457,2,"70579","ENSMUST00000191896","5",0,"ENSMUSG00000102976","Zc3h11a","peak:11051"
"11052","chr12",56521041,56521342,302,"*",1000,23.3709,"Intron (ENSMUST00000218376.1/104798, intron 1 of 6)",12,56490428,56529260,38833,2,"104798","ENSMUST00000218376","1",7918,"ENSMUSG00000112343","Sfta3-ps","peak:11052"
"11053","chr15",99538159,99538437,279,"*",1000,23.3709,"Distal Intergenic",15,99497012,99528165,31154,2,"72393","ENSMUST00000023750","8",-9994,"ENSMUSG00000023011","Faim2","peak:11053"
"11054","chr7",80534883,80535215,333,"*",1000,23.3709,"Promoter",7,80454993,80535119,80127,2,"12144","ENSMUST00000081314","10",0,"ENSMUSG00000030528","Blm","peak:11054"
"11055","chr7",127610986,127612354,1369,"*",1000,23.36835,"3' UTR",7,127611904,127614360,2457,2,"320683","ENSMUST00000131318","7",2006,"ENSMUSG00000045639","Zfp629","peak:11055"
"11056","chr3",97159002,97159555,554,"*",1000,23.36765,"Promoter",3,97159103,97167049,7947,1,"66659","ENSMUST00000133965","7",0,"ENSMUSG00000028093","Acp6","peak:11056"
"11057","chr18",60560624,60561201,578,"*",1000,23.3626,"Promoter",18,60560736,60572810,12075,1,"66810","ENSMUST00000025506","6",0,"ENSMUSG00000024604","Rbm22","peak:11057"
"11058","chr13",12257653,12258269,617,"*",1000,23.36225,"Promoter",13,12182712,12258095,75384,2,"238505","ENSMUST00000099856","5",0,"ENSMUSG00000021311","Mtr","peak:11058"
"11059","chr1",162548285,162548776,492,"*",1000,23.35535,"Promoter",1,162532127,162548551,16425,2,"71449","ENSMUST00000028017","15",0,"ENSMUSG00000026694","Eef1aknmt","peak:11059"
"11060","chr11",115491520,115491899,380,"*",1000,23.35423,"Promoter",11,115490420,115491815,1396,2,"50773","ENSMUST00000106530","7",0,"ENSMUSG00000020736","Nt5c","peak:11060"
"11061","chr15",89523398,89523795,398,"*",913,23.35167,"Promoter",15,89523761,89557760,34000,1,"58234","ENSMUST00000230807","1",0,"ENSMUSG00000022623","Shank3","peak:11061"
"11062","chr15",89085683,89086391,709,"*",1000,23.34933,"Promoter",15,89084709,89085624,916,1,"67976","ENSMUST00000163696","1",974,"ENSMUSG00000015363","Trabd","peak:11062"
"11063","chr19",46689881,46690230,350,"*",1000,23.34933,"Promoter",19,46689906,46703382,13477,1,"66439","ENSMUST00000074912","7",0,"ENSMUSG00000062376","Borcs7","peak:11063"
"11064","chr3",89764129,89764707,579,"*",1000,23.34933,"Promoter",3,89746195,89764608,18414,2,"11444","ENSMUST00000200558","4",0,"ENSMUSG00000027950","Chrnb2","peak:11064"
"11065","chr5",135909210,135909517,308,"*",1000,23.34933,"3' UTR",5,135888018,135889561,1544,1,"15507","ENSMUST00000111155","1",21192,"ENSMUSG00000004951","Hspb1","peak:11065"
"11066","chr8",70502136,70502549,414,"*",1000,23.34933,"Intron (ENSMUST00000008032.13/12931, intron 6 of 8)",8,70501133,70504030,2898,1,"12931","ENSMUST00000127983","1",1003,"ENSMUSG00000007888","Crlf1","peak:11066"
"11067","chrX",73880432,73881004,573,"*",1000,23.34933,"Promoter",20,73853955,73880834,26880,2,"16728","ENSMUST00000102871","9",0,"ENSMUSG00000031391","L1cam","peak:11067"
"11068","chr2",32236422,32236892,471,"*",1000,23.34206,"Promoter",2,32236590,32255005,18416,1,"99011","ENSMUST00000036473","15",0,"ENSMUSG00000039254","Pomt1","peak:11068"
"11069","chr19",7066206,7066712,507,"*",1000,23.33931,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",19,7056810,7198057,141248,1,"107227","ENSMUST00000040261","6",9396,"ENSMUSG00000036278","Macrod1","peak:11069"
"11070","chr10",81570700,81571096,397,"*",583,23.33519,"Distal Intergenic",10,81574561,81590466,15906,1,"21886","ENSMUST00000140433","7",-3465,"ENSMUSG00000034771","Tle2","peak:11070"
"11071","chr15",38373801,38374170,370,"*",1000,23.33011,"Distal Intergenic",15,38299874,38300706,833,2,"21847","ENSMUST00000228416","1",-73095,"ENSMUSG00000037465","Klf10","peak:11071"
"11072","chr2",153108412,153108992,581,"*",1000,23.33011,"Promoter",2,153108468,153151439,42972,1,"15162","ENSMUST00000189688","1",0,"ENSMUSG00000003283","Hck","peak:11072"
"11073","chr4",125118733,125119837,1105,"*",1000,23.33011,"3' UTR",4,125120094,125122520,2427,2,"230738","ENSMUST00000131685","1",2683,"ENSMUSG00000042677","Zc3h12a","peak:11073"
"11074","chr5",137745696,137746663,968,"*",1000,23.33011,"Promoter",5,137745730,137768450,22721,1,"78829","ENSMUST00000100540","9",0,"ENSMUSG00000029723","Tsc22d4","peak:11074"
"11075","chr5",143369919,143370295,377,"*",1000,23.33011,"Promoter",5,143370092,143392152,22061,1,"170935","ENSMUST00000120825","1",0,"ENSMUSG00000010825","Grid2ip","peak:11075"
"11076","chr7",127748190,127748540,351,"*",1000,23.33011,"Promoter",7,127748274,127769483,21210,1,"233902","ENSMUST00000206893","1",0,"ENSMUSG00000030811","Fbxl19","peak:11076"
"11077","chr8",3606595,3606899,305,"*",1000,23.33011,"Promoter",8,3606338,3609042,2705,1,"69697","ENSMUST00000207152","1",257,"ENSMUSG00000044433","Camsap3","peak:11077"
"11078","chr8",3678966,3679366,401,"*",1000,23.33011,"5' UTR",8,3676299,3681255,4957,1,"66682","ENSMUST00000044857","3",2667,"ENSMUSG00000040236","Trappc5","peak:11078"
"11079","chr8",122630616,122630987,372,"*",1000,23.33011,"3' UTR",8,122619471,122622739,3269,2,"382035","ENSMUST00000093059","2",-7877,"ENSMUSG00000069867","Pabpn1l","peak:11079"
"11080","chr9",124441671,124442260,590,"*",1000,23.33011,"3' UTR",9,124474342,124476898,2557,2,"19054","ENSMUST00000217354","1",34638,"ENSMUSG00000093803","Ppp2r3d","peak:11080"
"11081","chr14",101640133,101640427,295,"*",882,23.32315,"Promoter",14,101632981,101640448,7468,2,"66200","ENSMUST00000227868","1",21,"ENSMUSG00000075486","Commd6","peak:11081"
"11082","chr7",4136843,4137642,800,"*",1000,23.31896,"Promoter",7,4126340,4136926,10587,2,"100037396","ENSMUST00000148318","1",0,"ENSMUSG00000085886","D030047H15Rik","peak:11082"
"11083","chr4",155760708,155761197,490,"*",1000,23.31259,"Promoter",4,155740641,155761093,20453,2,"108888","ENSMUST00000030903","11",0,"ENSMUSG00000029036","Atad3a","peak:11083"
"11084","chr16",10192704,10193307,604,"*",1000,23.31089,"Promoter",16,10192712,10243051,50340,1,"75329","ENSMUST00000044005","13",0,"ENSMUSG00000039200","Atf7ip2","peak:11084"
"11085","chr4",9843656,9844487,832,"*",1000,23.31089,"Promoter",4,9844372,9862345,17974,1,"242316","ENSMUST00000057613","2",0,"ENSMUSG00000051279","Gdf6","peak:11085"
"11086","chr4",133220769,133221084,316,"*",1000,23.31089,"Promoter",4,133220810,133224555,3746,1,"69655","ENSMUST00000105910","1",0,"ENSMUSG00000028865","Cd164l2","peak:11086"
"11087","chr19",47267125,47268157,1033,"*",1000,23.31088,"Exon (ENSMUST00000081619.9/14218, exon 15 of 15)",19,47273519,47273589,71,2,"102466782","ENSMUST00000183658","1",5432,"ENSMUSG00000098786","Mir6995","peak:11087"
"11088","chr4",85205153,85206198,1046,"*",1000,23.31088,"Promoter",4,85205441,85389380,183940,1,"20404","ENSMUST00000030212","14",0,"ENSMUSG00000028488","Sh3gl2","peak:11088"
"11089","chr5",32854005,32854445,441,"*",1000,23.30529,"Promoter",5,32789820,32854256,64437,2,"215476","ENSMUST00000120129","8",0,"ENSMUSG00000054280","Prr14l","peak:11089"
"11090","chr1",93343619,93344041,423,"*",1000,23.30391,"Promoter",1,93343655,93352649,8995,1,"66385","ENSMUST00000185498","6",0,"ENSMUSG00000026275","Ppp1r7","peak:11090"
"11091","chr15",78799065,78799383,319,"*",1000,23.28933,"Exon (ENSMUST00000164826.7/105844, exon 4 of 21)",15,78776493,78802669,26177,2,"105844","ENSMUST00000170584","1",3286,"ENSMUSG00000033170","Card10","peak:11091"
"11092","chr15",79259142,79259569,428,"*",1000,23.28933,"Promoter",15,79258331,79259351,1021,2,"207495","ENSMUST00000170254","1",0,"ENSMUSG00000018126","Baiap2l2","peak:11092"
"11093","chr15",101238948,101239384,437,"*",1000,23.28933,"Distal Intergenic",15,101221548,101225186,3639,2,"380977","ENSMUST00000229610","1",-13762,"ENSMUSG00000097915","A330009N23Rik","peak:11093"
"11094","chr5",137746852,137747915,1064,"*",1000,23.28933,"Promoter",5,137745996,137761408,15413,1,"78829","ENSMUST00000100539","9",856,"ENSMUSG00000029723","Tsc22d4","peak:11094"
"11095","chr13",91807285,91807680,396,"*",1000,23.28818,"Promoter",13,91798829,91807661,8833,2,"69085","ENSMUST00000178084","1",0,"ENSMUSG00000021621","Zcchc9","peak:11095"
"11096","chr1",87475319,87475847,529,"*",1000,23.27011,"3' UTR",1,87472539,87475458,2920,1,"73234","ENSMUST00000191095","1",2780,"ENSMUSG00000026258","Snorc","peak:11096"
"11097","chr1",163314964,163315252,289,"*",1000,23.27011,"Distal Intergenic",1,163245119,163313710,68592,2,"18933","ENSMUST00000027878","13",-1254,"ENSMUSG00000026586","Prrx1","peak:11097"
"11098","chr1",187608992,187609699,708,"*",1000,23.27011,"Promoter",1,187609029,188214386,605358,1,"26381","ENSMUST00000110939","7",0,"ENSMUSG00000026610","Esrrg","peak:11098"
"11099","chr11",55097682,55098310,629,"*",1000,23.27011,"Promoter",11,55098115,55113029,14915,1,"14667","ENSMUST00000000608","7",0,"ENSMUSG00000000594","Gm2a","peak:11099"
"11100","chr12",108702007,108702668,662,"*",1000,23.27011,"Promoter",12,108688239,108702297,14059,2,"70059","ENSMUST00000167978","8",0,"ENSMUSG00000021263","Degs2","peak:11100"
"11101","chr13",94173737,94174159,423,"*",1000,23.27011,"Promoter",13,94173774,94174213,440,1,"218454","ENSMUST00000131595","1",0,"ENSMUSG00000045312","Lhfpl2","peak:11101"
"11102","chr17",32396312,32396886,575,"*",1000,23.27011,"Promoter",17,32395567,32396709,1143,2,"320484","ENSMUST00000135968","1",0,"ENSMUSG00000052142","Rasal3","peak:11102"
"11103","chr19",10858740,10859216,477,"*",1000,23.27011,"3' UTR",19,10865412,10867138,1727,2,"98170","ENSMUST00000238070","1",7922,"ENSMUSG00000024736","Tmem132a","peak:11103"
"11104","chr19",59169078,59170007,930,"*",1000,23.27011,"Promoter",19,59166187,59170056,3870,2,"22326","ENSMUST00000172821","3",49,"ENSMUSG00000006270","Vax1","peak:11104"
"11105","chr2",131063323,131063763,441,"*",1000,23.27011,"Promoter",2,131050825,131063569,12745,2,"110751","ENSMUST00000132436","7",0,"ENSMUSG00000027318","Adam33","peak:11105"
"11106","chr9",58489955,58490322,368,"*",1000,23.27011,"Promoter",9,58489608,58499780,10173,1,"319477","ENSMUST00000216294","1",347,"ENSMUSG00000066607","Insyn1","peak:11106"
"11107","chr10",79541328,79542002,675,"*",1000,23.2701,"Promoter",10,79540246,79541960,1715,2,"70427","ENSMUST00000172158","1",0,"ENSMUSG00000042570","Mier2","peak:11107"
"11108","chr10",79794290,79795250,961,"*",1000,23.26983,"Promoter",10,79793667,79817398,23732,1,"18483","ENSMUST00000218631","1",623,"ENSMUSG00000035863","Palm","peak:11108"
"11109","chr17",33909158,33909882,725,"*",1000,23.25677,"Promoter",17,33909414,33911423,2010,1,"13163","ENSMUST00000173028","7",0,"ENSMUSG00000002307","Daxx","peak:11109"
"11110","chr14",73510022,73510402,381,"*",1000,23.25204,"Promoter",14,73510025,73518545,8521,1,"67381","ENSMUST00000022705","6",0,"ENSMUSG00000022109","Med4","peak:11110"
"11111","chr11",78153641,78155252,1612,"*",1000,23.25089,"5' UTR",11,78160793,78165516,4724,2,"22032","ENSMUST00000148218","1",10264,"ENSMUSG00000017386","Traf4","peak:11111"
"11112","chr11",97151531,97151829,299,"*",1000,23.25089,"Promoter",11,97148629,97151495,2867,2,"73174","ENSMUST00000146374","2",-36,"ENSMUSG00000038517","Tbkbp1","peak:11112"
"11113","chr12",57545339,57546279,941,"*",1000,23.25089,"Promoter",12,57540628,57546121,5494,2,"15375","ENSMUST00000044380","7",0,"ENSMUSG00000035451","Foxa1","peak:11113"
"11114","chr12",80168144,80168574,431,"*",1000,23.25089,"3' UTR",12,80168365,80170151,1787,2,"109711","ENSMUST00000219382","1",1577,"ENSMUSG00000015143","Actn1","peak:11114"
"11115","chr13",48662765,48664135,1371,"*",1000,23.25089,"Promoter",13,48662998,48666507,3510,1,"12022","ENSMUST00000021813","4",0,"ENSMUSG00000021381","Barx1","peak:11115"
"11116","chr14",122490548,122491104,557,"*",1000,23.25089,"Exon (ENSMUST00000100294.2/ENSMUST00000100294.2, exon 1 of 1)",14,122478100,122479050,951,1,"22772","ENSMUST00000137059","1",12448,"ENSMUSG00000061524","Zic2","peak:11116"
"11117","chr15",84105181,84105931,751,"*",1000,23.25089,"Promoter",15,84076097,84105754,29658,2,"29859","ENSMUST00000082365","5",0,"ENSMUSG00000018865","Sult4a1","peak:11117"
"11118","chr16",30308298,30309311,1014,"*",1000,23.25089,"Exon (ENSMUST00000061190.7/14729, exon 2 of 2)",16,30307685,30310779,3095,2,"14729","ENSMUST00000061190","7",1468,"ENSMUSG00000047953","Gp5","peak:11118"
"11119","chr2",26138362,26138918,557,"*",1000,23.25089,"5' UTR",2,26136814,26140521,3708,2,"109299","ENSMUST00000133808","1",1603,"ENSMUSG00000087679","Tmem250-ps","peak:11119"
"11120","chr2",163918369,163919201,833,"*",1000,23.25089,"Promoter",2,163859751,163918683,58933,2,"241770","ENSMUST00000044734","2",0,"ENSMUSG00000035226","Rims4","peak:11120"
